75001,32.96015,-96.83808
75002,33.08946,-96.60639
75006,32.96165,-96.89717
75007,33.00498,-96.8959
75009,33.3384,-96.75185
75010,33.03058,-96.90148
75013,33.11463,-96.69413
75019,32.96183,-96.984
75020,33.77264,-96.60391
75021,33.72686,-96.47552
75022,33.02554,-97.11871
75023,33.05657,-96.73286
75024,33.07712,-96.80826
75025,33.09057,-96.74061
75028,33.03382,-97.0629
75032,32.85756,-96.42858
75033,33.18471,-96.84404
75034,33.12084,-96.83778
75035,33.15814,-96.7734
75036,33.13339,-96.91453
75038,32.87231,-96.97946
75039,32.88592,-96.94042
75040,32.92797,-96.62006
75041,32.88101,-96.65149
75042,32.91401,-96.67466
75043,32.8571,-96.57986
75044,32.96299,-96.6531
75048,32.9704,-96.58139
75050,32.77428,-97.0037
75051,32.72635,-96.99375
75052,32.66455,-97.02809
75054,32.60036,-97.03409
75056,33.07541,-96.90978
75057,33.05012,-96.9772
75058,33.4473,-96.73546
75060,32.79774,-96.95295
75061,32.82607,-96.96563
75062,32.847,-96.95813
75063,32.90797,-96.9961
75065,33.11108,-97.01277
75067,33.01416,-97.00268
75068,33.17713,-96.95228
75069,33.16805,-96.59671
75070,33.15587,-96.69742
75071,33.24558,-96.62951
75072,33.1875,-96.70099
75074,33.03298,-96.67304
75075,33.02163,-96.74043
75076,33.79608,-96.71913
75077,33.07921,-97.06401
75078,33.24526,-96.80791
75080,32.97382,-96.7416
75081,32.94969,-96.70899
75082,32.99208,-96.66536
75087,32.94581,-96.44136
75088,32.89368,-96.53929
75089,32.93195,-96.54435
75090,33.6054,-96.54657
75092,33.64869,-96.70011
75093,33.03521,-96.80943
75094,33.01871,-96.61481
75098,33.01432,-96.53531
75101,32.27003,-96.70239
75102,32.08274,-96.63999
75103,32.51201,-95.88363
75104,32.58295,-96.96712
75105,32.26717,-96.36682
75109,32.04246,-96.35622
75110,32.08071,-96.52344
75114,32.60769,-96.44322
75115,32.59831,-96.86433
75116,32.66013,-96.91402
75117,32.71005,-95.85268
75119,32.32293,-96.59107
75124,32.32579,-95.96932
75125,32.52983,-96.61563
75126,32.74361,-96.45289
75127,32.6926,-95.79262
75132,32.93865,-96.38046
75134,32.62308,-96.78007
75135,33.06666,-96.22567
75137,32.63421,-96.91224
75140,32.64485,-95.68854
75141,32.63984,-96.69257
75142,32.57004,-96.24637
75143,32.36334,-96.24929
75144,32.11157,-96.20954
75146,32.57608,-96.75137
75147,32.42256,-96.06517
75148,32.12491,-96.01173
75149,32.76994,-96.6151
75150,32.81545,-96.6308
75152,32.43598,-96.67444
75153,32.17149,-96.35331
75154,32.52319,-96.80885
75155,32.2232,-96.46906
75156,32.28759,-96.09999
75157,32.46168,-96.44914
75158,32.46694,-96.39315
75159,32.60652,-96.53939
75160,32.76466,-96.29835
75161,32.73609,-96.17129
75163,32.1672,-96.10999
75164,33.06963,-96.3041
75165,32.36687,-96.79677
75166,33.01671,-96.4495
75167,32.36123,-96.91547
75169,32.70335,-95.99754
75172,32.60369,-96.67458
75173,33.05986,-96.38673
75180,32.71937,-96.61841
75181,32.72696,-96.555
75182,32.80033,-96.55425
75189,32.94821,-96.30941
75201,32.78826,-96.79953
75202,32.77843,-96.8037
75203,32.74439,-96.80206
75204,32.80216,-96.78885
75205,32.83657,-96.79617
75206,32.83161,-96.77032
75207,32.78693,-96.82181
75208,32.75409,-96.83943
75209,32.8487,-96.8257
75210,32.77141,-96.74618
75211,32.73649,-96.90214
75212,32.78203,-96.87853
75214,32.82899,-96.74348
75215,32.75259,-96.76075
75216,32.71158,-96.78256
75217,32.71291,-96.68243
75218,32.84136,-96.70357
75219,32.81087,-96.81315
75220,32.86692,-96.87571
75223,32.79255,-96.74556
75224,32.71117,-96.83953
75225,32.86511,-96.79109
75226,32.78315,-96.77654
75227,32.77044,-96.68831
75228,32.82456,-96.6805
75229,32.8939,-96.86517
75230,32.90202,-96.79226
75231,32.87695,-96.74967
75232,32.65878,-96.83968
75233,32.70444,-96.87271
75234,32.92423,-96.88904
75235,32.83219,-96.84798
75236,32.6866,-96.93455
75237,32.66489,-96.87238
75238,32.87855,-96.70785
75240,32.93194,-96.78924
75241,32.667,-96.75903
75243,32.91232,-96.73633
75244,32.92544,-96.83671
75246,32.79296,-96.77322
75247,32.81417,-96.87803
75248,32.96957,-96.79542
75249,32.6449,-96.96257
75251,32.91984,-96.77308
75252,32.99696,-96.78983
75253,32.67278,-96.61171
75254,32.94571,-96.80127
75261,32.88568,-97.05419
75270,32.78126,-96.80192
75287,33.00015,-96.84075
75401,33.18506,-96.11556
75402,33.06724,-96.08576
75407,33.1512,-96.48808
75409,33.35223,-96.52808
75410,32.7921,-95.63705
75411,33.86275,-95.63955
75412,33.80295,-95.14232
75413,33.43596,-96.16477
75414,33.62504,-96.43193
75415,33.4645,-95.74603
75416,33.67255,-95.35431
75417,33.43827,-95.13114
75418,33.57235,-96.1773
75420,33.05782,-95.72503
75421,33.6448,-95.71809
75422,33.13889,-95.93059
75423,33.29279,-96.19918
75424,33.30535,-96.39059
75426,33.65608,-95.01093
75428,33.27132,-95.91799
75429,33.27847,-95.89231
75431,33.0073,-95.4628
75432,33.38912,-95.66804
75433,33.10883,-95.80571
75434,33.41258,-95.35171
75435,33.50175,-95.29522
75436,33.73507,-95.24904
75437,33.25605,-95.46567
75438,33.60701,-96.07462
75439,33.55261,-96.27796
75440,32.87507,-95.75262
75441,33.4296,-95.65456
75442,33.17717,-96.35035
75446,33.61385,-95.89177
75447,33.765,-96.11966
75448,33.31478,-95.79681
75449,33.423,-95.9493
75450,33.40465,-95.47481
75451,32.96247,-95.11835
75452,33.39284,-96.24469
75453,33.00025,-95.92817
75454,33.283,-96.56073
75455,33.21725,-94.98022
75457,33.1746,-95.21125
75459,33.52988,-96.6831
75460,33.6627,-95.60296
75462,33.62166,-95.48362
75468,33.51175,-95.40747
75469,33.41269,-95.8248
75470,33.58341,-95.79836
75471,33.04431,-95.38883
75472,32.89177,-95.87239
75473,33.81461,-95.48433
75474,32.91709,-96.10611
75475,33.48593,-96.25757
75476,33.70793,-96.24342
75477,33.53118,-95.73429
75478,33.17276,-95.35226
75479,33.63007,-96.3386
75480,33.02129,-95.19159
75481,33.31751,-95.37485
75482,33.16929,-95.60946
75486,33.75757,-95.74663
75487,33.33584,-95.16567
75488,33.77628,-95.98899
75489,33.5204,-96.48467
75490,33.4363,-96.30771
75491,33.49741,-96.39485
75492,33.59139,-96.0004
75493,33.14073,-95.11316
75494,32.90898,-95.26126
75495,33.43246,-96.55041
75496,33.36276,-96.06616
75497,32.92098,-95.5764
75501,33.37413,-94.13168
75503,33.51345,-94.13038
75550,33.49966,-94.88454
75551,33.11648,-94.20325
75554,33.58534,-94.78563
75555,32.94564,-94.13696
75556,33.1512,-94.06263
75558,33.25017,-94.85564
75559,33.49929,-94.63931
75560,33.1957,-94.36699
75561,33.517,-94.27855
75562,32.93588,-94.25302
75563,33.01835,-94.38871
75564,32.88784,-94.24962
75565,32.95202,-94.07527
75566,33.15256,-94.49018
75567,33.31688,-94.31935
75568,33.19607,-94.59362
75569,33.44127,-94.12292
75570,33.4649,-94.4389
75571,33.20704,-94.76407
75572,33.23114,-94.12934
75573,33.34214,-94.22454
75574,33.32892,-94.55229
75601,32.5086,-94.72414
75602,32.45803,-94.65712
75603,32.40448,-94.71754
75604,32.51374,-94.82919
75605,32.58385,-94.71554
75630,32.87588,-94.5572
75631,32.25343,-94.44957
75633,32.12788,-94.28109
75638,33.01869,-94.73173
75639,32.28441,-94.16897
75640,32.7152,-94.68133
75642,32.35818,-94.17821
75643,32.01041,-94.35518
75644,32.79171,-94.99498
75645,32.68375,-94.87317
75647,32.5167,-94.96429
75650,32.51529,-94.55358
75651,32.67061,-94.53064
75652,32.2301,-94.7281
75654,32.08299,-94.82961
75656,33.01471,-94.58686
75657,32.79437,-94.30498
75658,32.17545,-94.90362
75659,32.50725,-94.09249
75661,32.63908,-94.15655
75662,32.38076,-94.87503
75667,31.988,-94.83729
75668,32.90846,-94.68485
75669,32.03348,-94.55678
75670,32.56456,-94.42326
75671,32.48907,-94.31494
75672,32.47076,-94.29353
75680,32.01035,-94.71824
75681,31.93597,-94.685
75682,32.25152,-94.94713
75683,32.82182,-94.74035
75684,32.27085,-94.93147
75686,32.96921,-94.94697
75687,32.10575,-94.96352
75689,32.18196,-94.95771
75691,32.31108,-94.55725
75692,32.4718,-94.11936
75693,32.53364,-94.86083
75694,32.6383,-94.34442
75701,32.32297,-95.29679
75702,32.36403,-95.31207
75703,32.23825,-95.31947
75704,32.40616,-95.4407
75705,32.35905,-95.10149
75706,32.46822,-95.30402
75707,32.30479,-95.171
75708,32.41436,-95.20717
75709,32.31323,-95.38904
75711,32.33698,-95.28382
75750,32.27222,-95.07124
75751,32.07875,-95.91661
75752,32.24239,-95.80751
75754,32.42431,-95.66462
75755,32.63236,-95.08662
75756,32.30031,-95.59771
75757,32.11584,-95.34933
75758,32.27375,-95.50484
75759,32.03617,-95.41573
75760,31.80738,-94.85758
75762,32.21926,-95.41218
75763,32.04154,-95.52231
75764,31.89522,-95.14369
75765,32.64119,-95.2359
75766,31.94592,-95.25181
75770,32.14058,-95.64694
75771,32.53542,-95.43006
75773,32.67969,-95.44654
75778,32.30239,-95.71367
75779,31.86434,-95.48486
75780,31.98905,-95.09122
75782,32.0693,-95.58777
75783,32.82227,-95.42386
75784,31.87344,-94.96234
75785,31.76641,-95.17446
75788,31.82252,-94.91617
75789,32.1126,-95.09405
75790,32.52749,-95.64255
75791,32.22214,-95.22103
75792,32.4679,-95.10623
75801,31.74004,-95.55116
75803,31.87513,-95.66704
75831,31.45745,-96.02275
75833,31.26304,-95.83999
75835,31.29758,-95.48834
75838,31.47956,-96.22844
75839,31.6181,-95.55738
75840,31.78412,-96.08552
75844,31.51921,-95.43481
75845,31.09488,-95.08707
75846,31.34683,-96.18118
75847,31.35204,-95.13564
75848,31.77281,-96.33408
75849,31.39624,-95.47618
75850,31.13209,-95.91595
75851,31.09458,-95.49555
75852,30.98723,-95.72023
75853,31.93488,-95.80963
75855,31.5592,-95.85447
75856,31.20138,-95.2537
75858,31.38083,-95.13676
75859,31.8842,-96.25512
75860,31.62342,-96.24615
75861,31.8524,-95.88771
75862,30.96193,-95.32951
75865,31.05808,-94.96228
75901,31.30264,-94.65481
75903,31.37428,-94.74796
75904,31.33872,-94.83467
75925,31.61018,-95.05327
75926,31.23281,-94.96944
75928,30.67111,-93.7064
75929,31.23579,-94.19735
75930,31.33641,-94.03522
75931,31.09978,-93.98953
75932,31.0551,-93.61396
75933,30.55314,-93.81608
75934,30.89688,-94.75153
75935,31.72999,-94.20077
75936,30.95147,-94.58883
75937,31.47805,-94.38259
75938,30.93436,-94.35605
75939,31.01496,-94.80501
75941,31.18078,-94.76219
75942,30.82567,-94.41657
75943,31.65451,-94.88935
75944,31.34514,-94.38636
75946,31.81372,-94.52392
75948,31.29389,-93.77573
75949,31.22907,-94.51782
75951,30.93098,-94.05762
75954,31.92169,-94.05523
75956,30.6721,-93.96706
75959,31.51021,-93.83994
75960,30.90372,-94.8618
75961,31.5576,-94.51098
75964,31.63334,-94.75057
75965,31.7284,-94.62629
75966,30.83783,-93.72611
75968,31.25882,-93.95924
75969,31.44765,-94.89758
75972,31.49407,-94.12173
75973,31.71977,-93.93259
75974,31.95674,-94.23713
75975,31.89535,-94.4122
75976,31.51546,-94.93863
75977,31.05997,-93.78455
75979,30.77477,-94.4026
75980,31.12387,-94.34703
76001,32.63076,-97.15408
76002,32.62233,-97.09265
76005,32.80057,-97.08001
76006,32.78511,-97.10019
76008,32.68182,-97.62738
76009,32.41635,-97.20115
76010,32.72271,-97.08065
76011,32.7543,-97.08223
76012,32.75459,-97.13901
76013,32.72027,-97.15652
76014,32.69201,-97.08814
76015,32.69204,-97.13341
76016,32.68907,-97.18868
76017,32.66223,-97.16237
76018,32.66074,-97.08967
76020,32.90102,-97.56483
76021,32.8523,-97.13128
76022,32.83063,-97.14506
76023,33.04777,-97.60425
76028,32.52603,-97.30491
76031,32.34873,-97.33267
76033,32.28663,-97.52075
76034,32.89121,-97.1488
76035,32.56172,-97.64251
76036,32.57366,-97.41434
76039,32.8592,-97.08422
76040,32.82133,-97.10488
76041,32.23911,-96.85724
76043,32.20039,-97.76129
76044,32.42961,-97.54286
76048,32.40791,-97.80117
76049,32.46759,-97.70645
76050,32.27262,-97.16326
76051,32.94192,-97.07888
76052,32.98205,-97.38037
76053,32.81683,-97.17898
76054,32.85904,-97.17789
76055,32.1596,-97.14812
76058,32.47072,-97.4251
76059,32.3921,-97.32897
76060,32.63987,-97.2161
76061,32.5026,-97.19813
76063,32.56913,-97.14376
76064,32.30757,-97.03225
76065,32.47042,-96.98861
76066,32.7058,-97.99913
76067,32.80303,-98.1449
76070,32.24291,-97.64991
76071,33.00613,-97.47821
76073,33.10416,-97.72571
76077,32.27886,-97.70891
76078,33.0896,-97.46647
76082,32.97098,-97.71783
76084,32.43258,-97.0888
76085,32.84907,-97.70051
76086,32.75345,-97.78909
76087,32.66995,-97.79065
76088,32.84554,-97.90345
76092,32.95562,-97.14879
76093,32.21459,-97.40098
76102,32.75799,-97.32858
76103,32.75282,-97.26627
76104,32.72848,-97.31819
76105,32.72327,-97.26999
76106,32.81417,-97.35209
76107,32.74176,-97.38202
76108,32.77943,-97.51811
76109,32.70115,-97.38378
76110,32.70678,-97.33843
76111,32.7804,-97.30116
76112,32.74831,-97.21828
76114,32.77365,-97.40417
76115,32.67861,-97.33117
76116,32.72128,-97.44766
76117,32.80374,-97.26766
76118,32.79606,-97.1972
76119,32.69026,-97.26176
76120,32.76742,-97.18286
76123,32.62298,-97.40262
76126,32.64374,-97.51767
76127,32.77663,-97.43044
76131,32.88227,-97.34895
76132,32.66743,-97.41827
76133,32.6538,-97.37746
76134,32.64331,-97.33103
76135,32.83708,-97.46621
76137,32.85864,-97.29137
76140,32.62012,-97.27036
76148,32.86789,-97.25197
76155,32.82404,-97.04911
76164,32.7808,-97.35411
76177,32.96999,-97.30611
76179,32.91397,-97.43947
76180,32.83994,-97.22468
76182,32.88257,-97.20969
76201,33.22122,-97.14715
76205,33.19074,-97.12894
76207,33.22174,-97.18505
76208,33.20917,-97.05786
76209,33.2315,-97.11
76210,33.14985,-97.0962
76225,33.36616,-97.67345
76226,33.10775,-97.17196
76227,33.27465,-96.99075
76228,33.61438,-98.06305
76230,33.52264,-97.94497
76233,33.54025,-96.89696
76234,33.27587,-97.51404
76238,33.4861,-97.34148
76239,33.524,-97.57033
76240,33.65654,-97.17766
76241,33.64542,-97.17628
76244,32.93101,-97.28076
76245,33.82885,-96.85422
76247,33.0965,-97.33154
76248,32.92988,-97.22972
76249,33.27993,-97.3026
76250,33.63006,-97.24237
76251,33.65455,-97.69076
76252,33.67788,-97.38695
76253,33.62516,-97.31327
76255,33.8179,-97.71625
76258,33.37202,-96.9204
76259,33.19977,-97.31603
76261,33.80291,-97.96233
76262,33.01137,-97.22101
76263,33.50435,-97.43735
76264,33.74172,-96.83509
76265,33.74079,-97.53922
76266,33.36818,-97.21513
76267,33.36935,-97.39711
76268,33.62785,-96.76539
76270,33.45471,-97.76247
76271,33.46953,-96.91412
76272,33.46421,-97.12721
76273,33.74794,-96.93935
76301,33.90507,-98.48043
76302,33.86607,-98.48487
76305,33.99979,-98.3909
76306,33.95237,-98.52745
76308,33.85684,-98.5378
76309,33.89551,-98.544
76310,33.81115,-98.51178
76311,33.97324,-98.50823
76351,33.55553,-98.71145
76354,34.09521,-98.62276
76357,34.07875,-98.18512
76360,33.97361,-99.00302
76363,33.50762,-99.53122
76364,34.13998,-99.00529
76365,33.754,-98.2076
76366,33.71439,-98.77436
76367,33.97361,-98.7168
76370,33.45624,-98.89407
76371,33.48668,-99.65453
76372,33.25173,-98.93643
76373,34.15541,-99.11973
76374,33.34823,-98.7648
76377,34.0101,-98.24191
76379,33.67058,-98.47453
76380,33.60434,-99.22305
76384,34.14355,-99.32067
76388,33.31785,-99.62931
76389,33.49713,-98.47568
76401,32.27918,-98.19994
76424,32.80431,-98.89236
76426,33.16493,-97.83772
76427,33.13145,-98.39271
76429,32.74742,-98.67428
76430,32.80303,-99.23519
76431,33.31066,-97.86228
76432,31.83945,-98.78705
76433,32.30662,-98.01096
76435,32.21754,-98.85349
76436,31.87404,-98.22271
76437,32.388,-99.01935
76439,32.6176,-97.92708
76442,31.89015,-98.61242
76443,32.11907,-99.20174
76444,32.11781,-98.5672
76445,32.30318,-98.53829
76446,32.07572,-98.35311
76448,32.39257,-98.79541
76449,32.91592,-98.32512
76450,33.05968,-98.64152
76452,31.77119,-98.39198
76453,32.57202,-98.33908
76454,32.22983,-98.69621
76455,31.82142,-98.36676
76457,31.94968,-98.02773
76458,33.21518,-98.18944
76459,33.27395,-98.38972
76460,33.30796,-98.49798
76462,32.52316,-98.03421
76463,32.455,-98.41516
76464,32.57554,-99.1542
76466,32.42887,-98.7332
76469,32.34696,-99.21707
76470,32.49977,-98.6686
76471,32.11117,-98.98499
76472,32.60631,-98.17095
76474,31.97036,-98.79142
76475,32.65296,-98.51281
76476,32.37055,-97.92017
76481,32.99706,-98.70977
76483,33.16667,-99.25111
76484,32.73147,-98.30551
76486,33.02138,-98.05618
76487,32.97912,-97.88346
76490,32.95721,-98.04033
76491,33.05754,-99.03834
76501,31.07555,-97.25469
76502,31.09388,-97.41082
76504,31.14135,-97.37748
76511,30.79955,-97.42293
76513,31.05777,-97.50369
76518,30.85091,-97.13957
76519,30.98978,-97.03579
76520,30.87266,-96.89972
76522,31.21577,-97.97215
76523,30.80366,-97.27795
76524,31.27445,-97.20736
76525,31.47643,-98.17321
76527,30.8379,-97.79531
76528,31.43589,-97.7844
76530,30.71357,-97.42434
76531,31.68423,-98.19058
76534,30.88225,-97.36952
76537,30.81779,-97.60645
76538,31.64261,-97.8896
76539,31.09193,-97.9992
76541,31.11447,-97.72922
76542,31.00062,-97.7274
76543,31.12343,-97.64077
76544,31.23134,-97.75867
76548,31.05299,-97.64613
76549,31.01583,-97.82546
76550,31.07714,-98.22165
76554,30.97583,-97.3677
76556,30.69481,-96.84487
76557,31.29075,-97.39814
76559,31.07987,-97.61079
76561,31.42531,-97.54098
76565,31.64508,-98.3492
76566,31.51664,-97.99881
76567,30.64535,-97.01363
76569,30.93873,-97.21904
76570,31.0818,-96.94173
76571,30.93305,-97.58448
76573,30.81864,-97.50226
76574,30.58297,-97.38967
76577,30.62128,-97.1787
